動画URL,サムネイル,いいね数,説明文,楽曲,楽曲URL,文字起こし,文字起こし修正
https://www.tiktok.com/@hensaikitsui/video/7367325324264164615,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/683fc9eb3cde4410a3df9d0f56cc4472_1715339105?lk3s=81f88b70&x-expires=1749106800&x-signature=9ML8PqaIGNfv26ZACvF0pzM%2Bl2s%3D&shp=81f88b70&shcp=-,43,,,,次回予告次回予告,
https://www.tiktok.com/@hensaikitsui/video/7406292942719028487,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/fdde2a229acb48a38b08c437549124f4_1724411958?lk3s=81f88b70&x-expires=1749106800&x-signature=1qaqk%2FZKyPM%2F%2BcbxvKhIX%2BVdRRs%3D&shp=81f88b70&shcp=-,41,怖くない...? #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #投資 #貯金,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7406292987623787280,"実は飲食店で失敗して3000万借金あってどうにかなりませんかね6億人気お疲れ様ですお疲れ様ですあれ誰ですか?ずっとこっち見てるよねこっち来ますよねすいません6億人気ですよねはいいつもTikTok見てますよありがとうございますこの間事業失敗してしまって相談に乗ってもらいたいんですよねはい大丈夫です実は飲食店で失敗して3000万借金あってしんどいんですどうにかなりませんかねなるほどどうやって返そうとされてるんですか今

全然わかんなくて右向いても左向いても他に一応出てこないんですよねちょっとまずは返済を現実的にやっていけるのかそういうビジネスプランをお持ちなのかどうかとかいろいろ確認したいところがあるのでちょっと詳しくDMで教えてくださいDMってTikTokとかで送れる?TikTokで大丈夫ですわかりましたマジですごかったですお金関係相談に乗ってほしい人DMして

",
https://www.tiktok.com/@hensaikitsui/video/7241899919013973256,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/osZE5bGAxglRnxbIBjMDABBQZBgeEn13keS8Zq~tplv-dmt-logom:tos-alisg-i-0068/e336092f99f14f87a3d620553f37f003.image?lk3s=81f88b70&x-expires=1749106800&x-signature=iLGhRCWCx8PCX64n8QdXbdHGfdM%3D&shp=81f88b70&shcp=-,41,なんの仕事してるでしょうか？ #借金　#借金返済の道のり　#詐欺師撲滅　#社長　#借金滞納しすぎた男の末路　#きつい　#差し押さえ #悪徳　#ナイトルーティン,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,お疲れ様でした,
https://www.tiktok.com/@hensaikitsui/video/7209953188605103362,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oIBlIkuBjeYDCr8VLcIB99AQY5gb7jeOw0DEjn?lk3s=81f88b70&x-expires=1749106800&x-signature=EyyM9a%2BQ4z9n0h1oXQi8qldoH5w%3D&shp=81f88b70&shcp=-,39,今も気持ちを新たに挑戦してる#CapCut,オリジナル楽曲 - 銀冷❄️,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E9%8A%80%E5%86%B7%E2%9D%84%EF%B8%8F-7180890406001855233,,
https://www.tiktok.com/@hensaikitsui/video/7438947483058851090,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o0vfeMXQwhWOGKr8RAf8uQc2cIGbeAqbQQbFFB?lk3s=81f88b70&x-expires=1749106800&x-signature=gPOpKwQh2FU3gpvm0IKc6oMmZ8s%3D&shp=81f88b70&shcp=-,37,相談したい人いますか？ #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7438947539488869121,"実際どうですか?

今月やっと夫からお金買いなくてよくなりましたまずは返済の第一歩ですよねこれからも自分と同じ借金で苦しんでる人を助けたいしんどかったりお金の悩みがある人向けに公式LINEを作ったからプロフィールからぜひ確認してみてほしい

",
https://www.tiktok.com/@hensaikitsui/video/7233733827254865154,https://p77-sign-sg.tiktokcdn.com/tos-alisg-p-0037/okBLVznYYx2bFVcejQM8UrVDBpWeECkyBIgApx~tplv-dmt-logom:tos-alisg-pv-0037/37345d254fa648ffbf76910fc4a81767.image?lk3s=81f88b70&x-expires=1749106800&x-signature=Ytew%2Fi2MhZ%2BGN02J60CmUzl5noM%3D&shp=81f88b70&shcp=-,37,,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,"Thank you.
",
https://www.tiktok.com/@hensaikitsui/video/7249690880129486088,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oY3EabBcegSRnPdIBW4DAwBQEBn8E7vVkGNfpG~tplv-dmt-logom:tos-alisg-i-0068/o4Q1n4rRkIwHEJvBDkBgiNnTe1bAACuAEQf4Ah.image?lk3s=81f88b70&x-expires=1749106800&x-signature=6IICIVbnRXSuuAp2rvZ7E8ch2j8%3D&shp=81f88b70&shcp=-,36,質問あったらコメントして #借金　#借金返済の道のり　#詐欺師撲滅　#社長　#借金滞納しすぎた男の末路　#きつい　#差し押さえ #悪徳　#倒産,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7249690889428617985,これは2社会社を経営してる借金6億日記先輩と社長からウォーク持って飛ばれて毎月に100万円以上返済することもある俺の借金返済ストーリーを見たい人はフォローして,
https://www.tiktok.com/@hensaikitsui/video/7462728920379542805,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oQQA6YAWiAvCDA55BYKnZB7iEA6A2uATvnIAl?lk3s=81f88b70&x-expires=1749106800&x-signature=oLywsNXDImjWlmWNk167dDn3c18%3D&shp=81f88b70&shcp=-,35,詐欺に遭った時の犯人について話します。#おすすめ #デュース整理 #借金 #滞納 #お金の勉強 #貯金 #社長,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7462729002474916624,"最後に詐欺にあったって聞いたんですけど犯人で捕まりましたか 捕まってないですけど静かに電話して警察署に行ってぶっちゃけどうなんですかって聞いたら 事業に失敗したって言われちゃったらもう逮捕できないんだよねって言われて事業に失敗したじゃなくて詐欺前提だった証拠を今頑張って集めてるらしいですよ

なるほどそうなんですよだからそれがいつになるか分かんなくてでもぶっちゃけベースどんな温度感なんですかって聞いたらあんまりやる気ないっぽくて警察もそんな動いてないですねそうなんですねまだまだ長い戦いということで長い戦いですありがとうございます

",
https://www.tiktok.com/@hensaikitsui/video/7215920960770215176,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/b851ef01be55455e9a3149918d299f94_1680087529?lk3s=81f88b70&x-expires=1749106800&x-signature=gC3OB%2BCn27fw9iVwQWFpcIfCmms%3D&shp=81f88b70&shcp=-,35,@マスターハンド さんのコメントへの返信です！　#借金 #絶体絶命 #借金まみれ #マイ億 #ね本当でしょ,ニンジーン　Loves you yeah ! - ランカ・リー＝中島　愛,https://www.tiktok.com/music/%E3%83%8B%E3%83%B3%E3%82%B8%E3%83%BC%E3%83%B3-Loves-you-yeah-6873827247900329985,,
https://www.tiktok.com/@hensaikitsui/video/7428938940301823240,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/264e7a3709414fe79b7bb936b7df4dbc_1729684641?lk3s=81f88b70&x-expires=1749106800&x-signature=UsfbH3fm1c4rtwzZzfZjkwzRo0g%3D&shp=81f88b70&shcp=-,34,プロフ見て #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7428938999357590273,"えー、これガチっすか?トータルいくら払った?50万くらい払われますよ。え、そんなにっすか?ちなみにこれ借金一社につきいくらって言われてます?確か2万くらいですかね。でもこれ借金額多い場合、金額変わりますよね。え?ここに減額報酬っていうのがあって、減額できた分のさらに何パーセントかを決済料でもらうっていう項目があるんですよ。はいはい。一回相談した方がいいので、資料の先生紹介しますね。あ、そうなんですか。

でも相談料とかかかっちゃいますよねうちが提携しているところだったらもっと安くできると思うし相談も無料ですよちなみにTikTokって普段見てます?はい見てますTikTokで僕のプロフィールのリンク見てもらったらそこから見学診断を申し込んでいけるのでぜひぜひ見てみてください

",
https://www.tiktok.com/@hensaikitsui/video/7208492069097082114,https://p77-sign-sg.tiktokcdn.com/tos-alisg-p-0037/o0baJFSABBBDvKgeAMn5QkIWCEXVFtV4beuCQg~tplv-dmt-logom:tos-alisg-pv-0037/1fa240d53d8f46799b48918da4444652.image?lk3s=81f88b70&x-expires=1749106800&x-signature=W50DscK31c8A37RXA%2Fd35kVXy3M%3D&shp=81f88b70&shcp=-,33,転落した俺の人生も最高。#CapCut #借金生活 #借金 #返済地獄 #アコム返済 #消費者金融 #消費者金融はダメゼッタイ #ギャンブル依存性 #ソウトウシャッキンフクランデル #生涯収支マイナス2億円君 #バズれ,オリジナル楽曲 - みやび - Lizardo,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E3%81%BF%E3%82%84%E3%81%B3-7199939876236675841,ご視聴ありがとうございました,
https://www.tiktok.com/@hensaikitsui/video/7445255565468568839,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ooefHnA4hQk9fgAG34dRWMfJSAaBQIA8AAUXKG?lk3s=81f88b70&x-expires=1749106800&x-signature=ogDksIhww0rTeZvs50mbu2a4oa4%3D&shp=81f88b70&shcp=-,32,いくら借りたい？ #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7445255733216168720,"私まだ借金できます私会社員の時は年収が400いくかいかないかだったんで借りれるマックスの借金が140万なんですよカメラ100万ぐらいのやつ買ったらもう限度いっぱいになっちゃってでより借りたいってなったらどういう手段があるんですか

消費者金融系は送料規制の影響ちょっと少なめで銀行系は絶対3分の1以下なんですけど消費者金融系は場合によってはもうちょっと出たりとかするとショッピングローン系は送料規制の影響を受けないんで例えば時計のローン買うとかちょっとグレーゾーンなんですけど脱毛とかそういうローンあるじゃないですかあれで一部キャッシュバッグをもらって多めにローン組むとか時計だったら買ったやつを結局使わないからすぐ売っちゃうとかであれば結局現金手元に残って送料規制の影響を受けないでローンは引けるんですよ

あとセゾンアメックス払ったら年収とかによって枠出してくれるんでそんなに余震汚れてなくて2,300引っ張ってる人でもクレカ枠100から300ぐらい出ると思いますえっそうなんですかそれで決済してリボ払いにするとだいたい月々枠の1%ちょいが払わなきゃいけない金額なんで300切って300に対しての毎月のリボ払いの金額が3から4万ぐらいそうなんですねだからいろいろ組み合わせると送料規制の倍以上は引けると思います

えマジですかありがとうございます私まだやれますまだ借金できます

",
https://www.tiktok.com/@hensaikitsui/video/7453064253113634055,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o0Bk6BOlmE9GiTIEaAP42ZYiBA6ABAnvcuAkI?lk3s=81f88b70&x-expires=1749106800&x-signature=h7jLpptJZVZ%2BaSBJeN26RP17B3Y%3D&shp=81f88b70&shcp=-,30,,,,"個人口座作れないんですけどどうすればいいんですか?個人口座はどこ作るかにもよるんですけど取引の実績がまずないと結構きつくて例えば契約書とか請求書とかあとできれば個人口座でもいいんで入出金の明細とかあと最近だとネットバンキングでも050とか03番号とかその辺ないとまず無理ですね結構落とされます楽天とかGMOとかは結構その辺めっちゃ見てます固定番号はほぼ確実に必須ですね

安いサービスでアプリで行けるやつとかでも38,000円くらいかな年間であとドメインメールっていうinfo.comみたいなあのメアドとかもあるだけでGmailとかよりもちょっと評価って上がりますねあとホームページはほぼかくで必須ですね

",
https://www.tiktok.com/@hensaikitsui/video/7219268259277835538,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/87cc15352d0e41f2bfd3b4de6a2b9762_1680866883~tplv-dmt-logom:tos-alisg-i-0068/b31f0a39c071489caaf79145948b028c.image?lk3s=81f88b70&x-expires=1749106800&x-signature=pUtHu%2BcObqu%2BrfHLt%2BJdQyVdaNg%3D&shp=81f88b70&shcp=-,30,ポイ活はやめとけ　#副業 #金欠 #アプリ #ポイ活 #ポイ活初心者,平成の乙女 feat．KENTY‐GROSS - MINMI,https://www.tiktok.com/music/%E5%B9%B3%E6%88%90%E3%81%AE%E4%B9%99%E5%A5%B3-feat%EF%BC%8EKENTY%E2%80%90GROSS-6940450454430844930,"ポイカツって1日で3万円ぐらい稼げるって見たんだけどどう思う?マジでやめたほうがいいなんで?1日3万でしょ1日だけよ1日だけなの?そうだってアプリダウンロード1個やって1円とかだよ1円?やばくね?それじゃあ稼げないってこと?絶対稼げない成果型でちょっとした報酬だけ上げてっていうような仕組みをやってるのがポイカツなのね1日3万稼ぐってこともぶっちゃけできるできるんだだから継続はできないまぁ俺の自分の実業で稼ぐけどね俺のことを知りたい人はフォローしてください

",
https://www.tiktok.com/@hensaikitsui/video/7218519974099324167,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oYjCn5DDCe82YeWSbI0nAggtxfIIQ0OLPqVIHA?lk3s=81f88b70&x-expires=1749106800&x-signature=FoE6eYS%2Fpivd94YeA%2BQFsjRoqpk%3D&shp=81f88b70&shcp=-,29,歩くだけで稼げるアプリは辞めとけ　#副業　#メタバース　#バイト　#金欠　#アプリ　#仮想通貨　#nftgame #ゲーム,#リンリン!! (feat. PIEC3 POPPO) - PAIN,https://www.tiktok.com/music/%E3%83%AA%E3%83%B3%E3%83%AA%E3%83%B3-feat-PIEC3-POPPO-7180517754469648385,"歩くだけでお金がもらえるアプリがあるらしいんだけどどう思う?やめておいておいてやめておいて絶対やめておいてなんで?仮想通貨もらえるみたいなそうそうそうそう結局歩くために課金してだから完全に無料じゃないケースほとんどで回収率で言うと0.何%とかいったらいい方じゃない?え?1万円入れても700円とかってこと?もっといかないんじゃない?多分ほんと健康ついでにサブで美味しいよねみたいなそういう捉え方はできるかもしれんからあとは最初出たばっかだと先行者利益あるからありかなーみたいなとこあるね

でも俺早くお金が欲しいんですけどどうしたらいいですか?早くお金が欲しくて安定して稼ぎたいとかだったら実務やったほうがいいよねマジ?

",
https://www.tiktok.com/@hensaikitsui/video/7441930188973231367,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/ocBlNBAEqBMcbFAEIAiiwAHZTCI0vG0A9BYJD?lk3s=81f88b70&x-expires=1749106800&x-signature=kaXDyqDjWlysho4Y5yEoN7aMYgc%3D&shp=81f88b70&shcp=-,28,何歳で成功したい？ #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7441930232028138256,"23歳でベンチャー企業の役員へ港区では成功者の仲間入りある人ある社長から新規事業を持ちかけられ投資事業を始めるそこで数億円投資家さんから調達するがある日いきなり社長からの配当金がなくなり社長と連絡が取れなくなる社長の代わりに返すために奮闘し背負った借金は合計6億円人生最悪だ同じ境遇の人がいたら絶対助けるぞ

借金ある人はLINEで相談受付中

",
https://www.tiktok.com/@hensaikitsui/video/7242640868824403218,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/e3ba4fd77a03446187feb22ec62c291d_1686308741?lk3s=81f88b70&x-expires=1749106800&x-signature=%2FJsU%2BmFva8AsRRJEITsMwpPl02c%3D&shp=81f88b70&shcp=-,26,なんの仕事してるでしょうか？ #借金　#借金返済の道のり　#詐欺師撲滅　#社長　#借金滞納しすぎた男の末路　#きつい　#差し押さえ #悪徳　#ナイトルーティン,"Kirby Gourmet Race Theme (From ""Kirby Super Star"") - Video Game Players",https://www.tiktok.com/music/Kirby-Gourmet-Race-Theme-From-Kirby-Super-Star-6931167624155891714,あいつイケメンじゃね?すいませんそうでもないほどの中途半端イケメンでかつ金もなさそうだし借金6億に来たんですよねあとTシャツ変なTシャツ着てました何ですかそのTシャツ,
https://www.tiktok.com/@hensaikitsui/video/7216664247743417607,https://p77-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/c4ba1303540745dbae0642f87b527d85_1680260588?lk3s=81f88b70&x-expires=1749106800&x-signature=Qi3BiqWoq6opCLDRRJyXLiC7mIE%3D&shp=81f88b70&shcp=-,26,TikTokでよくあるFXって稼げるの？　#バイナリーオプション #初心者トレーダー #FX #副業 #検証,slow down (feat. LUSH CARABINER) - Ame lil melo,https://www.tiktok.com/music/slow-down-feat-LUSH-CARABINER-7189507504899000322,FXで1日2万円の利益が簡単に出せるらしいこれで借金返していく結論、稼げませんでしたFXって1年2年3年とかかけてやっと出来上がるものだから素人が1や2や努力したところでこれ稼げるわけないよね借金返せんわ,
https://www.tiktok.com/@hensaikitsui/video/7423748042790063368,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/850174b43c454f73afa05f58efd93c3a_1728476042?lk3s=81f88b70&x-expires=1749106800&x-signature=5ZWh1DSCbQj2ModBlMOYq9RYmuk%3D&shp=81f88b70&shcp=-,25,ちょっと勿体無いですね #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック　#投資,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7423748075815979793,視聴者さんからのコメントで350万円で挟まダメですかって来てたんですけどちょっともったいない気がするよね高額な借金をすると最初やばいって思うかもしれないけど結局貸主にとって一番のリスクって回収できないことだから借金しても現状をしっかり伝えて毎月いくらずつ返せるっていう風に明確に伝えてあげたらこれ全然相談に乗ってもらえたりするんだよねただ交渉するのに慣れてないと結構メンタルやられるから弁護士に相談した方がいいね,
https://www.tiktok.com/@hensaikitsui/video/7211452499935513858,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/78c71514cec14e64b6e49622d0e41302_1679047133?lk3s=81f88b70&x-expires=1749106800&x-signature=%2FEgi5ledsSAxEGAmHxGdwpnVID0%3D&shp=81f88b70&shcp=-,25,返せるようにめちゃくちゃ働いてます🌚#CapCut #借金 #借金生活 #返済地獄 #ソウトウシャッキンフクランデル #バズれ,オリジナル楽曲 - 借金○億ベンチャー社長 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%91%E2%97%8B%E5%84%84%E3%83%99%E3%83%B3%E3%83%81%E3%83%A3%E3%83%BC%E7%A4%BE%E9%95%B7-7211452496739420929,ご視聴ありがとうございました。,
https://www.tiktok.com/@hensaikitsui/video/7469684768829885704,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oAyIfA8g4UQDYpreEZAoIbWQnpQfkPplMcD0CU?lk3s=81f88b70&x-expires=1749106800&x-signature=Cby1n35J6ii61H3Vjc6s0boYkoc%3D&shp=81f88b70&shcp=-,24,借金して死が近かった瞬間 #おすすめ #デュース整理 #借金 #滞納 #お金の勉強 #貯金 #社長,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7469684952469080848,"6億人気になってかれこれ経つと思うんですけど、借金して死が近かった瞬間ってあるんですか?死が近かったのは、借金した時は結構やばいなと思ってたんですけど、まだどうにかなりそうだったんですよ。仲間がいたって。でも仲間が消え始めると、これやばいかもってなったんです。

一緒にやってたメンバーとかがどんどん離れちゃうじゃないですか未来ないそうなってどんどん仲間が離れていった時が一番メンタルが来たしちょっと未来が見えなかったですそんな6億人気が今や全然減ってないですよそうか減ってはなかった今年も頑張って今年もよろしくお願いします

",
https://www.tiktok.com/@hensaikitsui/video/7424482255638203666,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/77c1ce60ea064d4b80c22cbf1bfe65fd_1728646988?lk3s=81f88b70&x-expires=1749106800&x-signature=9dFArXMm3nKAPt5LAiWBZBXjZ8o%3D&shp=81f88b70&shcp=-,21,何県住んでますか？ #社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強 #貯金 #ブラック　#投資,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7424482277607901969,視聴者さんからのコメントで沖縄からでも働きますかって来てましたよ結論やる気が本当にあれば全然OKですうちの会社の場合はケースによってはリモートで働けるというケースもあります地方だとしても借金して困ってる人がいたら全然相談乗るんでぜひコメントしてください,
https://www.tiktok.com/@hensaikitsui/video/7470452791014657298,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oAsQoFBVUDnqrhCBYgfbACKQIf28mpBEnvQOGC?lk3s=81f88b70&x-expires=1749106800&x-signature=df7PrGLVo6wrkzHIvza35tBA7V4%3D&shp=81f88b70&shcp=-,20,なぜ債権業者っているの？ #借金 #滞納 ##デュース整理 #お金 #社長 #自己破産,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7470452864335907600,"取り立ての電話着拒したんですけど、なんで債券業者っているんですかね?と質問来てます。サービサーとか債券会社とか?そうですね。これ以外にもちょっと理由あるんですけど、基本的にサービサーが損害するのって、大手企業が損失にするために損害するんじゃないのかな?例えば、そうした人がお金返してくれたくなるじゃないですか。

1パー3してくれないと経験値ができないそういうことですねそもそも経費にできないってことですね経費にできなくなったクリア債券とかを10%とか100万円の債券貸したやつを10万円まで買い取ってもらうその人も回収作業をしているサービスの設け方なんで例えばこれ1000万分買ったやつで債券回収2000万できたらかけた1000万に対して1000万プラスも

大手企業が不良債券になっちゃったっていう100万円のやつを10万円の利益から資本金として継承したいって思っちゃいますね。多分こういう目的が強いんじゃないのかなと個人的に思います。はぁー。そうでしょうね。このお金なんだって説明つけられないですもんね。大手企業って。そうですね。

会計しなきゃいけないのに売りが破産してないケースがめちゃくちゃいっぱいあるのでそうやってまた上手くコンビニにしていただければその考えめっちゃ上手いですね

",
https://www.tiktok.com/@hensaikitsui/video/7478313496376003848,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/oUAeJLxtAGtreGKnQinDveAtGGIEkPDoAAEQI4?lk3s=81f88b70&x-expires=1749106800&x-signature=83z2u%2FUK12ip5IQ9%2FMEzUqrRrs0%3D&shp=81f88b70&shcp=-,19,ホストクラブのお金は飛んでもいい？#借金 #滞納 #クレカ #クレジットカード #貯金 #自己破産 #お金,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7478313552915368721,"お金って絶対払わないといけないのか 飛んでいいのか?普通にダメではありますよね 普通にもちろんダメではあるんですけど一応民事上のトラブルになるので 食い逃げとかではないので普通に飛べはしますよね

お店側がありとあらゆる手段で回収しようとしてきたりすると思うんですけど食い逃げだったら刑事事件になるんですけど厳密には食い逃げじゃなくて後払いじゃないですか個人に対しての後払いになると思うので食い逃げには該当しないんじゃないかななるほどその場では帰っていいって言われてますもんねそうですねどこまで行っても民事なんちゃうので契約書巻いてないとか補正証書巻いてないのであれば回収は難しいので結構飛ぶ人が多いんじゃないかなと思いますね

",
https://www.tiktok.com/@hensaikitsui/video/7449943108231499026,https://p16-sign-sg.tiktokcdn.com/obj/tos-alisg-p-0037/o0RBOBSyAfAIvA9nW4UFEPcYECifhAJjjgDgER?lk3s=81f88b70&x-expires=1749106800&x-signature=FmAVOZfW3Bkd5eOx%2BQSeBGkABAU%3D&shp=81f88b70&shcp=-,19,最後まで見て🙋#社長 #おすすめ #借金 #債務整理 #滞納 #お金の勉強,オリジナル楽曲 - 借金6億ニキ ༽,https://www.tiktok.com/music/%E3%82%AA%E3%83%AA%E3%82%B8%E3%83%8A%E3%83%AB%E6%A5%BD%E6%9B%B2-%E5%80%9F%E9%87%916%E5%84%84%E3%83%8B%E3%82%AD-%E0%BC%BD-7449943158324054801,"それちょっと人間的に答えていいやつ?人間的には良くないですけど今回だけお願いします結論から言うとアコムとかアイフルとか先に行かせない方がいいアコムとかプロミスとか消費者金融系って最初に行かせちゃうとお金に焦ってるっていう見え方の信用情報が作られちゃうなんでなるべく他のショッピングローンとかカードローンとか銀行系みたいな綺麗なところからお金借りてから最後にアコムとか行ってもらった方がいい

あと年収の3分の1までしか借りれないっていう総力戦の影響を受けにくいのが消費者金融だからなるべく最後に持っていった方がいい感じです

",
https://www.tiktok.com/@hensaikitsui/video/7210331316296944897,https://p16-sign-sg.tiktokcdn.com/tos-alisg-p-0037/oYE6QyQBAABwOwK8HLIAsfhA8Pz7mCAaht6Niq~tplv-dmt-logom:tos-alisg-pv-0037/8e1798e545064c6d9fa02b45232df36a.image?lk3s=81f88b70&x-expires=1749106800&x-signature=CyAmGcvQU%2FVEwNvIF9d8zpYnNO0%3D&shp=81f88b70&shcp=-,19,借金を返すために1日で100万稼げるっていう美女からの怪しいDMの仕事やってみたよ　#capcut #借金生活 #借金 #返済地獄 #アコム返済 #消費者金融 #消費者金融はダメゼッタイ #ソウトウシャッキンフクランデル #バズれ,オトナブルー - 新しい学校のリーダーズ,https://www.tiktok.com/music/%E3%82%AA%E3%83%88%E3%83%8A%E3%83%96%E3%83%AB%E3%83%BC-6821996679068125186,結果0円ですこれは海外のアダルトサイトに飛ぶやつででクレカとか多分情報盗むやつなんでやめたほうがいいですね,
